Jenis Handphone,Harga,Storage,Ukuran_Layar_(inchi),Kamera_Utama_(mp),Kapasitas_Baterai_(mah),Kamera_Depan_(mp),Kondisi,Tipe,Merek
iphone x,6200000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7000000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,10000000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,6700000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,2600000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,10950000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7400000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,27000000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7200000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,14500000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,4600000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,4700000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,12900000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,4700000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,15500000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7500000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,4100000,256,5.85,12,2716,7,Lightly used,iphone,iphone
iphone x,4200000,256,5.85,12,2716,7,Well used,iphone,iphone
iphone x,14699000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,4700000,256,5.85,12,2716,7,Lightly used,iphone,iphone
iphone x,6200000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,6200000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,5800000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,12900000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,18700000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7800000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7500000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7400000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7900000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7000000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7550000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,4500000,256,5.85,12,2716,7,Well used,iphone,iphone
iphone x,20100000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,4700000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7900000,256,5.85,12,2716,7,Well used,iphone,iphone
iphone x,7400000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7400000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,4900000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,5800000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,5000000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,5000000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,10000000,256,5.85,12,2716,7,Well used,iphone,iphone
iphone x,7400000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,6500000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,6200000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7400000,256,5.85,12,2716,7,Well used,iphone,iphone
iphone x,3200000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,5400000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,5400000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,17900000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,5000000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7200000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,3350000,256,5.85,12,2716,7,Lightly used,iphone,iphone
iphone x,10000000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,15150000,256,5.85,12,2716,7,Like new,iphone,iphone
iphone x,7400000,256,5.85,12,2716,7,Lightly used,iphone,iphone
iphone x,5400000,256,5.85,12,2716,7,Well used,iphone,iphone
iphone x,1550000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,5900000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,6100000,64,5.8,12,2716,7,Well used,iphone,iphone
iphone x,12500000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,3700000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,7100000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,15400000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,4100000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,17500000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,3700000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,4000000,64,5.8,12,2716,7,Well used,iphone,iphone
iphone x,6500000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,6000000,64,5.8,12,2716,7,Like new,iphone,iphone
iphone x,5600000,64,5.8,12,2716,7,Heavily used,iphone,iphone
iphone xr,6500000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,9550000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,4000000,256,6.06,12,2942,7,Well used,iphone,iphone
iphone xr,13400000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,7200000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,7700000,256,6.06,12,2942,7,Well used,iphone,iphone
iphone xr,7500000,256,6.06,12,2942,7,Well used,iphone,iphone
iphone xr,17250000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,4525000,256,6.06,12,2942,7,Well used,iphone,iphone
iphone xr,5997000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,6200000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,13300000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,4500000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,4700000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,4750000,256,6.06,12,2942,7,Lightly used,iphone,iphone
iphone xr,5300000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,15950000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,7400000,256,6.06,12,2942,7,Like new,iphone,iphone
iphone xr,5500000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,2500000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,11000000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,1000000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,3700000,128,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,13900000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5750000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,13000000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4900000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6250000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,8000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5300000,128,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,7700000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6650000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6750000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5750000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,5400000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3500000,128,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,4100000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,10750000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,11500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4400000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,2800000,128,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,3500000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,6199000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6700000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,7700000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3399999,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6100000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6499000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,16500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6700000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3700000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3900000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,11900000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,16900000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,15999000,128,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,4500000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6350000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3950000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4000000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,15000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,15000000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,18700000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,11500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5500000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3300000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,1800000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,2500000,128,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,7000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4500000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,6250000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,850000,128,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,5500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5500000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,7100000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5500000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,9200000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,1000000,64,6.1,12,2942,7,Heavily used,iphone,iphone
iphone xr,6000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4900000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4400000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5190000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,1500000,64,6.1,12,2942,7,Heavily used,iphone,iphone
iphone xr,4750000,128,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,17500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6300000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4000000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,7700000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3700000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5700000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,4200000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6800000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,6999999,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4600000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,4900000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6000000,128,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,8500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4750000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3100000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,5500000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,17000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3700000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5700000,128,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,14500000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,2500000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,10500000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,6500000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,4500000,128,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,12950000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,14800000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6200000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,11200000,128,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,3200000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3700000,128,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,4600000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3300000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,2200000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,6200000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,10900000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,1000000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,2000000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,12750000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,14500000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,3600000,128,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,7100000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4000000,128,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,9200000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5600000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,15500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,12000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4300000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,17000000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,7100000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5200000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,4900000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,5000000,64,6.1,12,2942,7,Well used,iphone,iphone
iphone xr,5500000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,17500000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,16000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6700000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,15400000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,15999000,128,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,5000000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,15500000,64,6.1,12,2942,7,Lightly used,iphone,iphone
iphone xr,3900000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,11900000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5500000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,15500000,64,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,16200000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,6000000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xr,5700000,128,6.1,12,2942,7,Like new,iphone,iphone
iphone xs,7150000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7950000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6700000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,8500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,17000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,9100000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4700000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,3850000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,8800000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,12500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7200000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,8500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,16500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,15000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,3800000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,10600000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,17999000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,16500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,21000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,8000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,3500000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,6700000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7300000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,17000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,11500000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,11950000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,4000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,3200000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,8500000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,7400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,10000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4700000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,17500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,5400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,17500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4700000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7800000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4150000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,7400000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,1850000,512,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,3999999,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7500000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,13000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,15500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4800000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,4600000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,19500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,12500000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,11999000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,12000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,5999000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,5950000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4500000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,7500000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,17500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6500000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,10000000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4400000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,4000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,5400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,8500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,8900000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,16700000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7800000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,5450000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,5200000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,3700000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,6200000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7650000,512,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,5300000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6000000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,4700000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,4700000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,5000000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,17000000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,4700000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,3600000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7550000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,8000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7650000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7400000,512,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6800000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7200000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,5500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4700000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,5500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,14000000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,7000000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,6600000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,4500000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,19999000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,3700000,256,5.85,12,2658,7,Well used,iphone,iphone
iphone xs,8250000,256,5.85,12,2658,7,Lightly used,iphone,iphone
iphone xs,7400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7400000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,13999000,256,5.85,12,2658,7,New,iphone,iphone
iphone xs,18500000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,7000000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,6700000,256,5.85,12,2658,7,Like new,iphone,iphone
iphone xs,3700000,64,5.8,12,2658,7,Lightly used,iphone,iphone
iphone xs,12800000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,7200000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,11000000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,7000000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,4800000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,6900000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,2450000,64,5.8,12,2658,7,Well used,iphone,iphone
iphone xs,8000000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,11799000,64,5.8,12,2658,7,Lightly used,iphone,iphone
iphone xs,17500000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,3700000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,11900000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,18300000,64,5.8,12,2658,7,Lightly used,iphone,iphone
iphone xs,4600000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,10500000,64,5.8,12,2658,7,Lightly used,iphone,iphone
iphone xs,13500000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,9000000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,6000000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,3650000,64,5.8,12,2658,7,Well used,iphone,iphone
iphone xs,8500000,64,5.8,12,2658,7,Lightly used,iphone,iphone
iphone xs,3500000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs,15500000,64,5.8,12,2658,7,Like new,iphone,iphone
iphone xs max,5300000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,17000000,512,6.46,12,3174,7,Lightly used,iphone,iphone
iphone xs max,13999000,512,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,11000000,256,6.46,12,3174,7,Lightly used,iphone,iphone
iphone xs max,7600000,512,6.46,12,3174,7,Lightly used,iphone,iphone
iphone xs max,15000000,256,6.46,12,3174,7,Well used,iphone,iphone
iphone xs max,17350000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,7950000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,5600000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,8900000,256,6.46,12,3174,7,Lightly used,iphone,iphone
iphone xs max,7800000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,4700000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,4999999,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,10000000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,3800000,256,6.46,12,3174,7,Well used,iphone,iphone
iphone xs max,5550000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,4700000,256,6.46,12,3174,7,Lightly used,iphone,iphone
iphone xs max,6200000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,5500000,256,6.46,12,3174,7,Well used,iphone,iphone
iphone xs max,5800000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,5400000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,7400000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,5000000,256,6.46,12,3174,7,Well used,iphone,iphone
iphone xs max,3200000,512,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,17000000,256,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,13300000,512,6.46,12,3174,7,Like new,iphone,iphone
iphone xs max,5300000,64,6.5,12,3174,7,Like new,iphone,iphone
iphone xs max,16200000,64,6.5,12,3174,7,Like new,iphone,iphone
iphone xs max,16300000,64,6.5,12,3174,7,Like new,iphone,iphone
iphone xs max,1200000,64,6.5,12,3174,7,Well used,iphone,iphone
iphone xs max,6450000,64,6.5,12,3174,7,Like new,iphone,iphone
iphone xs max,5800000,64,6.5,12,3174,7,Well used,iphone,iphone
